Date,Quarter,Top,Left,Result,Player,Distance (ft),ShotType,Season
Mar 19,1,29,8,miss,Paul Pierce,23.0,3-pointer,2002
Mar 19,1,80,240,make,Paul Pierce,3.0,2-pointer,2002
Mar 19,2,98,255,miss,Paul Pierce,5.0,2-pointer,2002
Mar 19,2,98,421,miss,Paul Pierce,19.0,2-pointer,2002
Mar 19,2,246,68,miss,Paul Pierce,26.0,3-pointer,2002
Mar 19,2,72,266,make,Paul Pierce,3.0,2-pointer,2002
Mar 19,3,213,212,miss,Paul Pierce,17.0,2-pointer,2002
Mar 19,3,226,414,miss,Paul Pierce,25.0,3-pointer,2002
Mar 19,3,162,343,miss,Paul Pierce,15.0,2-pointer,2002
Mar 19,3,191,28,make,Paul Pierce,25.0,3-pointer,2002
Mar 21,1,196,181,miss,Paul Pierce,16.0,2-pointer,2002
Mar 21,1,141,292,miss,Paul Pierce,10.0,2-pointer,2002
Mar 21,1,172,48,make,Paul Pierce,23.0,2-pointer,2002
Mar 21,2,172,10,miss,Paul Pierce,26.0,3-pointer,2002
Mar 21,2,119,366,make,Paul Pierce,14.0,2-pointer,2002
Mar 21,3,141,246,miss,Paul Pierce,9.0,2-pointer,2002
Mar 21,3,150,137,make,Paul Pierce,14.0,2-pointer,2002
Mar 21,3,50,240,make,Paul Pierce,0.0,2-pointer,2002
Mar 21,3,187,224,miss,Paul Pierce,14.0,2-pointer,2002
Mar 21,3,191,399,miss,Paul Pierce,21.0,2-pointer,2002
Mar 21,3,50,240,make,Paul Pierce,0.0,2-pointer,2002
Mar 21,3,93,13,miss,Paul Pierce,23.0,3-pointer,2002
Mar 21,4,99,77,miss,Paul Pierce,17.0,2-pointer,2002
Mar 21,4,293,169,make,Paul Pierce,25.0,3-pointer,2002
Mar 21,4,180,312,miss,Paul Pierce,15.0,2-pointer,2002
Mar 21,4,50,240,make,Paul Pierce,0.0,2-pointer,2002
Mar 21,4,39,468,miss,Paul Pierce,23.0,3-pointer,2002
Mar 21,4,275,360,miss,Paul Pierce,26.0,3-pointer,2002
Mar 22,1,208,49,make,Paul Pierce,25.0,3-pointer,2002
Mar 22,1,122,246,miss,Paul Pierce,7.0,2-pointer,2002
Mar 22,1,134,414,miss,Paul Pierce,19.0,2-pointer,2002
Mar 22,1,90,296,miss,Paul Pierce,7.0,2-pointer,2002
Mar 22,1,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Mar 22,1,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Mar 22,1,50,240,make,Paul Pierce,0.0,2-pointer,2002
Mar 22,2,211,258,miss,Paul Pierce,16.0,2-pointer,2002
Mar 22,2,50,240,make,Paul Pierce,0.0,2-pointer,2002
Mar 22,2,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Mar 22,2,121,404,miss,Paul Pierce,18.0,2-pointer,2002
Mar 22,3,50,240,make,Paul Pierce,0.0,2-pointer,2002
Mar 22,3,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Mar 22,3,211,371,miss,Paul Pierce,21.0,2-pointer,2002
Mar 22,3,229,58,miss,Paul Pierce,26.0,3-pointer,2002
Mar 22,3,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Mar 22,4,297,229,make,Paul Pierce,25.0,3-pointer,2002
Mar 22,4,111,243,miss,Paul Pierce,6.0,2-pointer,2002
Mar 22,4,50,240,make,Paul Pierce,0.0,2-pointer,2002
Mar 22,4,175,179,miss,Paul Pierce,14.0,2-pointer,2002
Mar 22,4,50,240,make,Paul Pierce,0.0,2-pointer,2002
Mar 22,4,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Mar 22,4,53,363,miss,Paul Pierce,12.0,2-pointer,2002
Mar 22,4,239,406,make,Paul Pierce,25.0,3-pointer,2002
Mar 22,4,223,64,miss,Paul Pierce,25.0,3-pointer,2002
Mar 24,1,124,429,make,Paul Pierce,20.0,2-pointer,2002
Mar 24,1,50,240,make,Paul Pierce,0.0,2-pointer,2002
Mar 24,1,224,171,make,Paul Pierce,19.0,2-pointer,2002
Mar 24,1,164,388,miss,Paul Pierce,19.0,2-pointer,2002
Mar 24,1,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Mar 24,4,39,12,miss,Paul Pierce,23.0,3-pointer,2002
Mar 24,4,183,417,miss,Paul Pierce,22.0,2-pointer,2002
Mar 24,4,198,31,miss,Paul Pierce,26.0,3-pointer,2002
Mar 24,4,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Mar 24,4,70,3,make,Paul Pierce,24.0,3-pointer,2002
Mar 24,4,57,59,miss,Paul Pierce,18.0,2-pointer,2002
Mar 24,4,214,419,miss,Paul Pierce,24.0,3-pointer,2002
Mar 26,1,190,388,make,Paul Pierce,20.0,2-pointer,2002
Mar 26,1,173,97,miss,Paul Pierce,19.0,2-pointer,2002
Mar 26,1,55,217,make,Paul Pierce,2.0,2-pointer,2002
Mar 26,1,60,109,miss,Paul Pierce,13.0,2-pointer,2002
Mar 26,1,50,258,make,Paul Pierce,2.0,2-pointer,2002
Mar 26,1,279,338,make,Paul Pierce,25.0,3-pointer,2002
Mar 26,1,60,250,make,Paul Pierce,1.0,2-pointer,2002
Mar 26,2,58,215,make,Paul Pierce,3.0,2-pointer,2002
Mar 26,2,58,263,miss,Paul Pierce,2.0,2-pointer,2002
Mar 26,2,259,370,make,Paul Pierce,25.0,3-pointer,2002
Mar 26,3,279,156,miss,Paul Pierce,24.0,3-pointer,2002
Mar 26,3,231,201,miss,Paul Pierce,19.0,2-pointer,2002
Mar 26,3,44,261,miss,Paul Pierce,2.0,2-pointer,2002
Mar 26,3,279,145,miss,Paul Pierce,25.0,3-pointer,2002
Mar 26,3,60,224,make,Paul Pierce,2.0,2-pointer,2002
Mar 26,4,55,220,miss,Paul Pierce,2.0,2-pointer,2002
Mar 26,4,196,383,miss,Paul Pierce,20.0,2-pointer,2002
Mar 26,4,247,384,make,Paul Pierce,24.0,3-pointer,2002
Mar 26,4,256,99,miss,Paul Pierce,25.0,3-pointer,2002
Mar 28,1,302,306,make,Paul Pierce,26.0,3-pointer,2002
Mar 28,1,293,135,make,Paul Pierce,26.0,3-pointer,2002
Mar 28,1,113,97,make,Paul Pierce,16.0,2-pointer,2002
Mar 28,1,75,82,miss,Paul Pierce,16.0,2-pointer,2002
Mar 28,1,42,232,make,Paul Pierce,1.0,2-pointer,2002
Mar 28,1,208,43,make,Paul Pierce,25.0,3-pointer,2002
Mar 28,1,53,261,make,Paul Pierce,2.0,2-pointer,2002
Mar 28,2,99,72,make,Paul Pierce,18.0,2-pointer,2002
Mar 28,2,53,237,miss,Paul Pierce,0.0,2-pointer,2002
Mar 28,2,251,219,make,Paul Pierce,20.0,2-pointer,2002
Mar 28,2,149,373,miss,Paul Pierce,17.0,2-pointer,2002
Mar 28,2,178,69,miss,Paul Pierce,21.0,2-pointer,2002
Mar 28,3,249,82,miss,Paul Pierce,25.0,3-pointer,2002
Mar 28,3,49,102,make,Paul Pierce,14.0,2-pointer,2002
Mar 28,3,78,253,miss,Paul Pierce,3.0,2-pointer,2002
Mar 28,3,183,230,miss,Paul Pierce,13.0,2-pointer,2002
Mar 28,4,99,264,miss,Paul Pierce,5.0,2-pointer,2002
Mar 28,4,144,151,miss,Paul Pierce,13.0,2-pointer,2002
Mar 28,4,75,217,miss,Paul Pierce,3.0,2-pointer,2002
Mar 28,4,219,240,make,Paul Pierce,17.0,2-pointer,2002
Mar 28,4,147,99,miss,Paul Pierce,17.0,2-pointer,2002
Mar 29,1,239,404,miss,Paul Pierce,25.0,3-pointer,2002
Mar 29,1,68,246,miss,Paul Pierce,2.0,2-pointer,2002
Mar 29,1,57,238,miss,Paul Pierce,1.0,2-pointer,2002
Mar 29,1,45,245,make,Paul Pierce,1.0,2-pointer,2002
Mar 29,2,60,171,miss,Paul Pierce,7.0,2-pointer,2002
Mar 29,2,104,115,miss,Paul Pierce,14.0,2-pointer,2002
Mar 29,2,251,100,make,Paul Pierce,25.0,3-pointer,2002
Mar 29,2,182,237,miss,Paul Pierce,13.0,2-pointer,2002
Mar 29,3,58,227,make,Paul Pierce,2.0,2-pointer,2002
Mar 29,3,145,86,miss,Paul Pierce,18.0,2-pointer,2002
Mar 29,3,167,360,miss,Paul Pierce,17.0,2-pointer,2002
Mar 29,3,67,225,miss,Paul Pierce,2.0,2-pointer,2002
Mar 29,3,244,381,make,Paul Pierce,24.0,3-pointer,2002
Mar 29,3,279,163,miss,Paul Pierce,24.0,3-pointer,2002
Mar 29,3,80,227,miss,Paul Pierce,3.0,2-pointer,2002
Mar 29,3,129,104,make,Paul Pierce,16.0,2-pointer,2002
Mar 29,3,52,238,make,Paul Pierce,0.0,2-pointer,2002
Mar 29,3,63,237,make,Paul Pierce,1.0,2-pointer,2002
Mar 29,3,53,245,make,Paul Pierce,1.0,2-pointer,2002
Mar 29,4,55,235,make,Paul Pierce,1.0,2-pointer,2002
Mar 29,4,78,86,miss,Paul Pierce,16.0,2-pointer,2002
Mar 29,4,188,357,miss,Paul Pierce,18.0,2-pointer,2002
Mar 29,4,50,260,make,Paul Pierce,2.0,2-pointer,2002
Mar 29,4,44,117,miss,Paul Pierce,12.0,2-pointer,2002
Mar 29,4,29,82,make,Paul Pierce,16.0,2-pointer,2002
Mar 29,4,45,94,miss,Paul Pierce,15.0,2-pointer,2002
Apr 2,1,49,240,make,Paul Pierce,0.0,2-pointer,2002
Apr 2,1,229,237,miss,Paul Pierce,18.0,2-pointer,2002
Apr 2,1,60,245,make,Paul Pierce,1.0,2-pointer,2002
Apr 2,1,185,388,make,Paul Pierce,20.0,2-pointer,2002
Apr 2,1,256,388,make,Paul Pierce,25.0,3-pointer,2002
Apr 2,1,29,13,make,Paul Pierce,23.0,3-pointer,2002
Apr 2,1,224,56,miss,Paul Pierce,25.0,3-pointer,2002
Apr 2,2,318,271,miss,Paul Pierce,27.0,3-pointer,2002
Apr 2,2,65,153,miss,Paul Pierce,9.0,2-pointer,2002
Apr 2,2,119,320,miss,Paul Pierce,11.0,2-pointer,2002
Apr 2,2,58,240,make,Paul Pierce,1.0,2-pointer,2002
Apr 2,3,168,348,miss,Paul Pierce,16.0,2-pointer,2002
Apr 2,3,287,151,make,Paul Pierce,25.0,3-pointer,2002
Apr 2,3,168,465,miss,Paul Pierce,25.0,3-pointer,2002
Apr 2,3,55,240,make,Paul Pierce,1.0,2-pointer,2002
Apr 2,3,63,251,make,Paul Pierce,2.0,2-pointer,2002
Apr 2,3,205,155,make,Paul Pierce,18.0,2-pointer,2002
Apr 2,3,62,381,make,Paul Pierce,14.0,2-pointer,2002
Apr 2,3,206,429,miss,Paul Pierce,25.0,3-pointer,2002
Apr 4,1,264,245,make,Paul Pierce,21.0,2-pointer,2002
Apr 4,1,118,10,miss,Paul Pierce,24.0,3-pointer,2002
Apr 4,1,205,40,miss,Paul Pierce,25.0,3-pointer,2002
Apr 4,1,282,371,miss,Paul Pierce,27.0,3-pointer,2002
Apr 4,1,224,51,miss,Paul Pierce,26.0,3-pointer,2002
Apr 4,1,50,94,make,Paul Pierce,15.0,2-pointer,2002
Apr 4,2,256,97,make,Paul Pierce,25.0,3-pointer,2002
Apr 4,2,62,250,miss,Paul Pierce,2.0,2-pointer,2002
Apr 4,3,214,234,miss,Paul Pierce,16.0,2-pointer,2002
Apr 4,3,270,355,make,Paul Pierce,25.0,3-pointer,2002
Apr 4,3,173,360,make,Paul Pierce,17.0,2-pointer,2002
Apr 4,3,193,31,miss,Paul Pierce,25.0,3-pointer,2002
Apr 4,3,60,240,make,Paul Pierce,1.0,2-pointer,2002
Apr 4,3,201,335,make,Paul Pierce,18.0,2-pointer,2002
Apr 4,4,175,130,make,Paul Pierce,17.0,2-pointer,2002
Apr 4,4,47,102,miss,Paul Pierce,14.0,2-pointer,2002
Apr 4,4,145,371,miss,Paul Pierce,16.0,2-pointer,2002
Apr 4,4,60,241,make,Paul Pierce,1.0,2-pointer,2002
Apr 4,4,162,365,make,Paul Pierce,17.0,2-pointer,2002
Apr 4,4,145,230,miss,Paul Pierce,10.0,2-pointer,2002
Apr 4,4,272,95,make,Paul Pierce,27.0,3-pointer,2002
Apr 4,4,60,240,make,Paul Pierce,1.0,2-pointer,2002
Apr 4,4,200,155,miss,Paul Pierce,17.0,2-pointer,2002
Apr 6,1,53,260,make,Paul Pierce,2.0,2-pointer,2002
Apr 6,1,260,105,miss,Paul Pierce,25.0,3-pointer,2002
Apr 6,1,208,337,make,Paul Pierce,19.0,2-pointer,2002
Apr 6,1,260,84,miss,Paul Pierce,26.0,3-pointer,2002
Apr 6,1,53,260,miss,Paul Pierce,2.0,2-pointer,2002
Apr 6,1,218,150,make,Paul Pierce,19.0,2-pointer,2002
Apr 6,2,198,444,make,Paul Pierce,25.0,3-pointer,2002
Apr 6,3,58,15,make,Paul Pierce,23.0,3-pointer,2002
Apr 6,3,50,253,make,Paul Pierce,1.0,2-pointer,2002
Apr 6,3,57,217,miss,Paul Pierce,2.0,2-pointer,2002
Apr 6,3,201,36,make,Paul Pierce,25.0,3-pointer,2002
Apr 6,3,119,74,miss,Paul Pierce,18.0,2-pointer,2002
Apr 6,3,60,235,miss,Paul Pierce,1.0,2-pointer,2002
Apr 6,3,137,104,miss,Paul Pierce,16.0,2-pointer,2002
Apr 6,3,233,77,make,Paul Pierce,25.0,3-pointer,2002
Apr 6,4,208,279,miss,Paul Pierce,16.0,2-pointer,2002
Apr 6,4,264,365,make,Paul Pierce,25.0,3-pointer,2002
Apr 6,4,264,118,miss,Paul Pierce,25.0,3-pointer,2002
Apr 6,4,62,258,make,Paul Pierce,2.0,2-pointer,2002
Apr 6,4,52,48,miss,Paul Pierce,19.0,2-pointer,2002
Apr 6,4,190,340,miss,Paul Pierce,17.0,2-pointer,2002
Apr 6,1,274,137,miss,Paul Pierce,25.0,3-pointer,2002
Apr 9,1,247,406,miss,Paul Pierce,26.0,3-pointer,2002
Apr 9,1,50,380,miss,Paul Pierce,14.0,2-pointer,2002
Apr 9,1,216,227,miss,Paul Pierce,17.0,2-pointer,2002
Apr 9,1,185,105,miss,Paul Pierce,19.0,2-pointer,2002
Apr 9,1,210,40,miss,Paul Pierce,26.0,3-pointer,2002
Apr 9,2,47,253,miss,Paul Pierce,1.0,2-pointer,2002
Apr 9,2,58,245,make,Paul Pierce,1.0,2-pointer,2002
Apr 9,2,182,250,miss,Paul Pierce,13.0,2-pointer,2002
Apr 9,3,265,368,miss,Paul Pierce,25.0,3-pointer,2002
Apr 9,3,22,470,miss,Paul Pierce,23.0,3-pointer,2002
Apr 9,3,45,68,make,Paul Pierce,17.0,2-pointer,2002
Apr 9,4,52,260,make,Paul Pierce,2.0,2-pointer,2002
Apr 9,4,101,229,miss,Paul Pierce,5.0,2-pointer,2002
Apr 9,4,129,192,miss,Paul Pierce,9.0,2-pointer,2002
Apr 9,4,41,227,make,Paul Pierce,2.0,2-pointer,2002
Apr 9,4,44,66,miss,Paul Pierce,17.0,2-pointer,2002
Apr 9,4,85,76,make,Paul Pierce,17.0,2-pointer,2002
Apr 9,4,106,417,miss,Paul Pierce,19.0,2-pointer,2002
Apr 9,4,65,255,miss,Paul Pierce,2.0,2-pointer,2002
Apr 10,1,62,384,miss,Paul Pierce,14.0,2-pointer,2002
Apr 10,1,155,82,make,Paul Pierce,19.0,2-pointer,2002
Apr 10,1,196,238,make,Paul Pierce,15.0,2-pointer,2002
Apr 10,1,50,215,make,Paul Pierce,3.0,2-pointer,2002
Apr 10,1,292,241,miss,Paul Pierce,24.0,3-pointer,2002
Apr 10,1,68,214,miss,Paul Pierce,3.0,2-pointer,2002
Apr 10,2,177,380,make,Paul Pierce,19.0,2-pointer,2002
Apr 10,2,208,325,miss,Paul Pierce,18.0,2-pointer,2002
Apr 10,2,297,237,miss,Paul Pierce,25.0,3-pointer,2002
Apr 10,2,55,237,make,Paul Pierce,1.0,2-pointer,2002
Apr 10,2,213,334,make,Paul Pierce,19.0,2-pointer,2002
Apr 10,2,196,317,miss,Paul Pierce,17.0,2-pointer,2002
Apr 10,3,111,66,miss,Paul Pierce,18.0,2-pointer,2002
Apr 10,3,195,361,make,Paul Pierce,19.0,2-pointer,2002
Apr 10,3,195,332,miss,Paul Pierce,17.0,2-pointer,2002
Apr 10,3,203,355,miss,Paul Pierce,19.0,2-pointer,2002
Apr 10,4,58,256,miss,Paul Pierce,2.0,2-pointer,2002
Apr 10,4,81,163,miss,Paul Pierce,8.0,2-pointer,2002
Apr 10,4,76,235,make,Paul Pierce,3.0,2-pointer,2002
Apr 10,4,265,107,miss,Paul Pierce,25.0,3-pointer,2002
Apr 10,4,292,246,miss,Paul Pierce,24.0,3-pointer,2002
Apr 10,4,70,214,miss,Paul Pierce,3.0,2-pointer,2002
Apr 12,1,293,276,miss,Paul Pierce,25.0,3-pointer,2002
Apr 12,2,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Apr 12,3,200,161,miss,Paul Pierce,17.0,2-pointer,2002
Apr 12,3,50,240,make,Paul Pierce,0.0,2-pointer,2002
Apr 12,3,144,117,make,Paul Pierce,15.0,2-pointer,2002
Apr 12,3,50,240,make,Paul Pierce,0.0,2-pointer,2002
Apr 12,3,234,429,miss,Paul Pierce,26.0,3-pointer,2002
Apr 12,3,264,386,miss,Paul Pierce,26.0,3-pointer,2002
Apr 12,4,50,240,make,Paul Pierce,0.0,2-pointer,2002
Apr 12,4,180,299,make,Paul Pierce,14.0,2-pointer,2002
Apr 12,4,196,287,miss,Paul Pierce,15.0,2-pointer,2002
Apr 12,4,50,240,make,Paul Pierce,0.0,2-pointer,2002
Apr 12,4,50,240,make,Paul Pierce,0.0,2-pointer,2002
Apr 12,4,183,186,miss,Paul Pierce,14.0,2-pointer,2002
Apr 12,4,114,258,miss,Paul Pierce,7.0,2-pointer,2002
Apr 12,4,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Apr 12,4,256,391,miss,Paul Pierce,26.0,3-pointer,2002
Apr 13,1,205,327,miss,Paul Pierce,18.0,2-pointer,2002
Apr 13,1,50,240,make,Paul Pierce,0.0,2-pointer,2002
Apr 13,1,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Apr 13,1,216,273,miss,Paul Pierce,17.0,2-pointer,2002
Apr 13,1,290,215,make,Paul Pierce,24.0,3-pointer,2002
Apr 13,2,80,276,make,Paul Pierce,5.0,2-pointer,2002
Apr 13,2,145,125,make,Paul Pierce,15.0,2-pointer,2002
Apr 13,2,85,335,make,Paul Pierce,10.0,2-pointer,2002
Apr 13,2,234,74,make,Paul Pierce,25.0,3-pointer,2002
Apr 13,2,295,225,miss,Paul Pierce,25.0,3-pointer,2002
Apr 13,3,50,240,make,Paul Pierce,0.0,2-pointer,2002
Apr 13,3,164,260,make,Paul Pierce,12.0,2-pointer,2002
Apr 13,3,150,100,miss,Paul Pierce,17.0,2-pointer,2002
Apr 13,3,50,240,make,Paul Pierce,0.0,2-pointer,2002
Apr 13,3,108,266,miss,Paul Pierce,6.0,2-pointer,2002
Apr 13,3,49,82,make,Paul Pierce,16.0,2-pointer,2002
Apr 13,4,195,297,miss,Paul Pierce,16.0,2-pointer,2002
Apr 13,4,214,64,miss,Paul Pierce,24.0,3-pointer,2002
Apr 13,4,190,122,miss,Paul Pierce,18.0,2-pointer,2002
Apr 13,4,239,217,miss,Paul Pierce,19.0,2-pointer,2002
Apr 13,4,50,240,miss,Paul Pierce,0.0,2-pointer,2002
Apr 13,4,191,383,miss,Paul Pierce,20.0,2-pointer,2002
Apr 16,1,50,261,miss,Paul Pierce,2.0,2-pointer,2002
Apr 16,1,58,263,miss,Paul Pierce,2.0,2-pointer,2002
Apr 16,1,159,117,make,Paul Pierce,16.0,2-pointer,2002
Apr 16,1,62,224,miss,Paul Pierce,2.0,2-pointer,2002
Apr 16,1,53,215,miss,Paul Pierce,3.0,2-pointer,2002
Apr 16,1,44,215,make,Paul Pierce,3.0,2-pointer,2002
Apr 16,1,51,241,make,Paul Pierce,0.0,2-pointer,2002
Apr 16,1,315,220,miss,Paul Pierce,27.0,3-pointer,2002
Apr 16,3,218,96,make,Paul Pierce,22.0,2-pointer,2002
Apr 16,3,234,160,make,Paul Pierce,20.0,2-pointer,2002
Apr 16,3,116,426,miss,Paul Pierce,20.0,2-pointer,2002
Oct 30,1,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Oct 30,1,272,375,miss,Dirk Nowitzki,26.0,3-pointer,2002
Oct 30,1,270,120,miss,Dirk Nowitzki,25.0,3-pointer,2002
Oct 30,1,223,375,miss,Dirk Nowitzki,22.0,2-pointer,2002
Oct 30,1,103,335,make,Dirk Nowitzki,11.0,2-pointer,2002
Oct 30,1,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Oct 30,1,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Oct 30,2,185,327,miss,Dirk Nowitzki,16.0,2-pointer,2002
Oct 30,2,136,291,miss,Dirk Nowitzki,10.0,2-pointer,2002
Oct 30,2,193,447,miss,Dirk Nowitzki,25.0,3-pointer,2002
Oct 30,2,95,376,make,Dirk Nowitzki,14.0,2-pointer,2002
Oct 30,2,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Oct 30,3,106,287,make,Dirk Nowitzki,7.0,2-pointer,2002
Oct 30,3,91,430,miss,Dirk Nowitzki,19.0,2-pointer,2002
Oct 30,3,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Oct 30,3,244,403,miss,Dirk Nowitzki,25.0,3-pointer,2002
Oct 30,3,162,472,miss,Dirk Nowitzki,26.0,3-pointer,2002
Oct 30,4,58,421,make,Dirk Nowitzki,18.0,2-pointer,2002
Oct 30,4,170,386,miss,Dirk Nowitzki,19.0,2-pointer,2002
Oct 30,4,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Nov 2,1,139,311,make,Dirk Nowitzki,11.0,2-pointer,2002
Nov 2,1,52,100,make,Dirk Nowitzki,14.0,2-pointer,2002
Nov 2,1,57,72,make,Dirk Nowitzki,17.0,2-pointer,2002
Nov 2,1,57,406,miss,Dirk Nowitzki,17.0,2-pointer,2002
Nov 2,1,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Nov 2,2,285,184,make,Dirk Nowitzki,24.0,3-pointer,2002
Nov 2,2,90,407,miss,Dirk Nowitzki,17.0,2-pointer,2002
Nov 2,2,88,412,miss,Dirk Nowitzki,18.0,2-pointer,2002
Nov 2,3,50,345,make,Dirk Nowitzki,11.0,2-pointer,2002
Nov 2,3,165,248,miss,Dirk Nowitzki,12.0,2-pointer,2002
Nov 2,3,50,79,miss,Dirk Nowitzki,16.0,2-pointer,2002
Nov 2,4,262,366,miss,Dirk Nowitzki,25.0,3-pointer,2002
Nov 2,4,50,240,miss,Dirk Nowitzki,0.0,2-pointer,2002
Nov 2,4,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Nov 2,4,113,320,miss,Dirk Nowitzki,10.0,2-pointer,2002
Nov 2,4,205,375,miss,Dirk Nowitzki,21.0,2-pointer,2002
Nov 4,1,67,17,make,Dirk Nowitzki,22.0,3-pointer,2002
Nov 4,1,93,92,make,Dirk Nowitzki,15.0,2-pointer,2002
Nov 4,1,88,91,make,Dirk Nowitzki,15.0,2-pointer,2002
Nov 4,1,198,202,miss,Dirk Nowitzki,15.0,2-pointer,2002
Nov 4,2,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Nov 4,2,109,317,make,Dirk Nowitzki,10.0,2-pointer,2002
Nov 4,2,239,227,miss,Dirk Nowitzki,19.0,2-pointer,2002
Nov 4,2,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Nov 4,2,287,204,miss,Dirk Nowitzki,24.0,3-pointer,2002
Nov 4,3,129,314,make,Dirk Nowitzki,11.0,2-pointer,2002
Nov 4,3,195,398,make,Dirk Nowitzki,21.0,2-pointer,2002
Nov 4,3,101,432,miss,Dirk Nowitzki,20.0,2-pointer,2002
Nov 4,3,50,240,miss,Dirk Nowitzki,0.0,2-pointer,2002
Nov 4,4,80,376,miss,Dirk Nowitzki,14.0,2-pointer,2002
Nov 4,4,285,173,miss,Dirk Nowitzki,24.0,3-pointer,2002
Nov 6,1,50,240,miss,Dirk Nowitzki,0.0,2-pointer,2002
Nov 6,1,50,240,miss,Dirk Nowitzki,0.0,2-pointer,2002
Nov 6,1,104,380,miss,Dirk Nowitzki,15.0,2-pointer,2002
Nov 6,1,144,232,make,Dirk Nowitzki,9.0,2-pointer,2002
Nov 6,1,185,366,make,Dirk Nowitzki,18.0,2-pointer,2002
Nov 6,1,221,66,make,Dirk Nowitzki,24.0,3-pointer,2002
Nov 6,1,193,391,make,Dirk Nowitzki,21.0,2-pointer,2002
Nov 6,2,70,357,make,Dirk Nowitzki,12.0,2-pointer,2002
Nov 6,2,210,429,miss,Dirk Nowitzki,25.0,3-pointer,2002
Nov 6,3,177,133,make,Dirk Nowitzki,17.0,2-pointer,2002
Nov 6,3,210,334,miss,Dirk Nowitzki,19.0,2-pointer,2002
Nov 6,3,280,135,make,Dirk Nowitzki,25.0,3-pointer,2002
Nov 6,4,136,394,make,Dirk Nowitzki,18.0,2-pointer,2002
Nov 6,4,86,394,make,Dirk Nowitzki,16.0,2-pointer,2002
Nov 6,4,183,335,make,Dirk Nowitzki,16.0,2-pointer,2002
Nov 8,1,160,388,make,Dirk Nowitzki,18.0,2-pointer,2002
Nov 8,1,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Nov 8,1,62,61,make,Dirk Nowitzki,18.0,2-pointer,2002
Nov 8,1,168,380,make,Dirk Nowitzki,18.0,2-pointer,2002
Nov 8,1,175,127,miss,Dirk Nowitzki,17.0,2-pointer,2002
Nov 8,1,300,153,make,Dirk Nowitzki,26.0,3-pointer,2002
Nov 8,1,246,419,miss,Dirk Nowitzki,27.0,3-pointer,2002
Nov 8,1,93,63,miss,Dirk Nowitzki,18.0,2-pointer,2002
Nov 8,2,111,398,miss,Dirk Nowitzki,17.0,2-pointer,2002
Nov 8,2,262,417,miss,Dirk Nowitzki,28.0,3-pointer,2002
Nov 8,2,302,140,make,Dirk Nowitzki,27.0,3-pointer,2002
Nov 8,3,191,360,miss,Dirk Nowitzki,19.0,2-pointer,2002
Nov 8,3,275,371,make,Dirk Nowitzki,26.0,3-pointer,2002
Nov 8,3,155,84,make,Dirk Nowitzki,19.0,2-pointer,2002
Nov 9,1,50,240,miss,Dirk Nowitzki,0.0,2-pointer,2002
Nov 9,1,239,396,make,Dirk Nowitzki,25.0,3-pointer,2002
Nov 9,1,57,358,make,Dirk Nowitzki,12.0,2-pointer,2002
Nov 9,1,211,118,make,Dirk Nowitzki,20.0,2-pointer,2002
Nov 9,2,259,376,make,Dirk Nowitzki,25.0,3-pointer,2002
Nov 9,3,57,437,miss,Dirk Nowitzki,20.0,2-pointer,2002
Nov 9,3,159,294,miss,Dirk Nowitzki,12.0,2-pointer,2002
Nov 11,1,104,388,make,Dirk Nowitzki,16.0,2-pointer,2002
Nov 11,1,275,330,miss,Dirk Nowitzki,24.0,3-pointer,2002
Nov 11,1,104,102,miss,Dirk Nowitzki,15.0,2-pointer,2002
Nov 11,1,50,366,miss,Dirk Nowitzki,13.0,2-pointer,2002
Nov 11,1,50,240,make,Dirk Nowitzki,0.0,2-pointer,2002
Nov 11,2,260,376,miss,Dirk Nowitzki,25.0,3-pointer,2002
Nov 11,2,104,384,make,Dirk Nowitzki,15.0,2-pointer,2002
Nov 11,2,50,240,miss,Dirk Nowitzki,0.0,2-pointer,2002
Nov 11,2,90,475,make,Dirk Nowitzki,24.0,3-pointer,2002
Nov 11,2,18,475,make,Dirk Nowitzki,24.0,3-pointer,2002
Nov 11,2,39,38,miss,Dirk Nowitzki,20.0,2-pointer,2002
