Date,Quarter,Top,Left,Result,Player,Distance (ft),ShotType
Oct 29,1,155,123,miss,Kobe Bryant,16.0,2-pointer
Oct 29,1,139,120,make,Kobe Bryant,15.0,2-pointer
Oct 29,1,127,281,miss,Kobe Bryant,9.0,2-pointer
Oct 29,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Oct 29,1,101,278,miss,Kobe Bryant,6.0,2-pointer
Oct 29,1,80,95,miss,Kobe Bryant,15.0,2-pointer
Oct 29,1,50,240,make,Kobe Bryant,0.0,2-pointer
Oct 29,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Oct 29,1,50,178,make,Kobe Bryant,6.0,2-pointer
Oct 29,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Oct 29,2,229,279,miss,Kobe Bryant,18.0,2-pointer
Oct 29,2,113,225,miss,Kobe Bryant,6.0,2-pointer
Oct 29,2,152,370,make,Kobe Bryant,17.0,2-pointer
Oct 29,2,86,215,make,Kobe Bryant,4.0,2-pointer
Oct 29,2,86,325,miss,Kobe Bryant,9.0,2-pointer
Oct 29,3,68,174,miss,Kobe Bryant,7.0,2-pointer
Oct 29,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Oct 29,3,132,304,miss,Kobe Bryant,10.0,2-pointer
Oct 29,3,206,278,make,Kobe Bryant,16.0,2-pointer
Oct 29,3,219,87,miss,Kobe Bryant,23.0,2-pointer
Oct 29,3,50,240,make,Kobe Bryant,0.0,2-pointer
Oct 29,3,228,322,make,Kobe Bryant,20.0,2-pointer
Oct 29,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Oct 29,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Oct 29,4,103,294,miss,Kobe Bryant,8.0,2-pointer
Oct 29,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Oct 29,4,239,407,miss,Kobe Bryant,25.0,3-pointer
Oct 29,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Oct 29,4,193,18,make,Kobe Bryant,26.0,3-pointer
Oct 30,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Oct 30,1,182,306,make,Kobe Bryant,15.0,2-pointer
Oct 30,1,50,414,miss,Kobe Bryant,17.0,2-pointer
Oct 30,1,292,289,make,Kobe Bryant,25.0,3-pointer
Oct 30,1,50,240,make,Kobe Bryant,0.0,2-pointer
Oct 30,1,50,240,make,Kobe Bryant,0.0,2-pointer
Oct 30,2,264,240,miss,Kobe Bryant,21.0,2-pointer
Oct 30,2,231,403,miss,Kobe Bryant,24.0,3-pointer
Oct 30,2,57,409,miss,Kobe Bryant,17.0,2-pointer
Oct 30,2,113,440,miss,Kobe Bryant,21.0,2-pointer
Oct 30,2,200,435,make,Kobe Bryant,25.0,3-pointer
Oct 30,2,223,68,miss,Kobe Bryant,24.0,3-pointer
Oct 30,3,50,240,make,Kobe Bryant,0.0,2-pointer
Oct 30,3,50,240,make,Kobe Bryant,0.0,2-pointer
Oct 30,3,277,360,make,Kobe Bryant,26.0,3-pointer
Oct 30,3,203,26,miss,Kobe Bryant,26.0,3-pointer
Oct 30,3,242,41,miss,Kobe Bryant,28.0,3-pointer
Oct 30,4,58,148,make,Kobe Bryant,9.0,2-pointer
Nov 1,1,195,135,make,Kobe Bryant,18.0,2-pointer
Nov 1,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 1,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 1,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 1,1,68,422,make,Kobe Bryant,18.0,2-pointer
Nov 1,2,300,141,miss,Kobe Bryant,27.0,3-pointer
Nov 1,2,259,292,make,Kobe Bryant,22.0,2-pointer
Nov 1,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 1,3,119,235,make,Kobe Bryant,7.0,2-pointer
Nov 1,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 1,3,124,238,miss,Kobe Bryant,7.0,2-pointer
Nov 1,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 1,4,251,81,make,Kobe Bryant,26.0,3-pointer
Nov 1,4,213,248,miss,Kobe Bryant,16.0,2-pointer
Nov 3,1,236,71,make,Kobe Bryant,25.0,3-pointer
Nov 3,1,172,330,miss,Kobe Bryant,15.0,2-pointer
Nov 3,2,228,358,make,Kobe Bryant,21.0,2-pointer
Nov 3,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 3,3,177,64,make,Kobe Bryant,22.0,2-pointer
Nov 3,3,141,292,make,Kobe Bryant,10.0,2-pointer
Nov 3,3,114,473,miss,Kobe Bryant,24.0,3-pointer
Nov 3,3,57,426,miss,Kobe Bryant,19.0,2-pointer
Nov 3,4,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 3,4,310,219,make,Kobe Bryant,26.0,3-pointer
Nov 3,4,246,237,make,Kobe Bryant,20.0,2-pointer
Nov 3,4,308,338,miss,Kobe Bryant,28.0,3-pointer
Nov 3,4,226,281,make,Kobe Bryant,18.0,2-pointer
Nov 3,4,297,279,miss,Kobe Bryant,25.0,3-pointer
Nov 3,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 3,4,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 3,1,60,317,miss,Kobe Bryant,8.0,2-pointer
Nov 3,1,279,89,miss,Kobe Bryant,27.0,3-pointer
Nov 3,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 5,1,70,241,miss,Kobe Bryant,2.0,2-pointer
Nov 5,1,57,297,miss,Kobe Bryant,6.0,2-pointer
Nov 5,1,39,472,make,Kobe Bryant,23.0,3-pointer
Nov 5,1,118,381,miss,Kobe Bryant,16.0,2-pointer
Nov 5,1,60,235,miss,Kobe Bryant,1.0,2-pointer
Nov 5,1,55,234,make,Kobe Bryant,1.0,2-pointer
Nov 5,2,137,370,make,Kobe Bryant,16.0,2-pointer
Nov 5,2,58,253,miss,Kobe Bryant,2.0,2-pointer
Nov 5,2,180,248,make,Kobe Bryant,13.0,2-pointer
Nov 5,3,213,269,miss,Kobe Bryant,17.0,2-pointer
Nov 5,3,260,238,miss,Kobe Bryant,21.0,2-pointer
Nov 5,3,57,299,make,Kobe Bryant,6.0,2-pointer
Nov 5,4,205,381,miss,Kobe Bryant,21.0,2-pointer
Nov 7,1,170,138,miss,Kobe Bryant,16.0,2-pointer
Nov 7,1,177,334,miss,Kobe Bryant,16.0,2-pointer
Nov 7,1,62,224,miss,Kobe Bryant,2.0,2-pointer
Nov 7,1,114,241,miss,Kobe Bryant,6.0,2-pointer
Nov 7,1,101,370,miss,Kobe Bryant,14.0,2-pointer
Nov 7,1,264,114,miss,Kobe Bryant,25.0,3-pointer
Nov 7,1,55,234,make,Kobe Bryant,1.0,2-pointer
Nov 7,2,32,79,make,Kobe Bryant,16.0,2-pointer
Nov 7,2,187,212,miss,Kobe Bryant,14.0,2-pointer
Nov 7,2,73,255,miss,Kobe Bryant,3.0,2-pointer
Nov 7,2,47,332,miss,Kobe Bryant,9.0,2-pointer
Nov 7,2,155,327,make,Kobe Bryant,14.0,2-pointer
Nov 7,2,219,128,make,Kobe Bryant,20.0,2-pointer
Nov 7,2,408,391,miss,Kobe Bryant,39.0,3-pointer
Nov 7,3,126,222,make,Kobe Bryant,8.0,2-pointer
Nov 7,3,172,383,miss,Kobe Bryant,19.0,2-pointer
Nov 7,3,50,238,make,Kobe Bryant,0.0,2-pointer
Nov 7,3,155,304,make,Kobe Bryant,12.0,2-pointer
Nov 7,3,279,371,miss,Kobe Bryant,26.0,3-pointer
Nov 7,3,31,59,make,Kobe Bryant,18.0,2-pointer
Nov 7,3,42,353,miss,Kobe Bryant,11.0,2-pointer
Nov 7,3,216,350,make,Kobe Bryant,20.0,2-pointer
Nov 7,3,188,137,make,Kobe Bryant,17.0,2-pointer
Nov 7,3,173,110,make,Kobe Bryant,18.0,2-pointer
Nov 7,3,210,335,make,Kobe Bryant,19.0,2-pointer
Nov 7,3,307,234,miss,Kobe Bryant,26.0,3-pointer
Nov 7,3,239,237,miss,Kobe Bryant,19.0,2-pointer
Nov 7,4,78,279,make,Kobe Bryant,5.0,2-pointer
Nov 7,4,81,389,miss,Kobe Bryant,15.0,2-pointer
Nov 7,4,81,274,miss,Kobe Bryant,5.0,2-pointer
Nov 7,4,279,72,miss,Kobe Bryant,28.0,3-pointer
Nov 7,4,206,127,make,Kobe Bryant,19.0,2-pointer
Nov 7,4,188,112,make,Kobe Bryant,19.0,2-pointer
Nov 7,4,36,107,miss,Kobe Bryant,13.0,2-pointer
Nov 7,4,52,388,miss,Kobe Bryant,15.0,2-pointer
Nov 7,4,305,256,miss,Kobe Bryant,26.0,3-pointer
Nov 7,4,208,343,miss,Kobe Bryant,19.0,2-pointer
Nov 7,4,80,311,miss,Kobe Bryant,8.0,2-pointer
Nov 7,4,155,115,miss,Kobe Bryant,16.0,2-pointer
Nov 7,4,116,117,miss,Kobe Bryant,14.0,2-pointer
Nov 7,4,99,271,miss,Kobe Bryant,6.0,2-pointer
Nov 7,4,91,337,miss,Kobe Bryant,11.0,2-pointer
Nov 7,1,170,122,miss,Kobe Bryant,17.0,2-pointer
Nov 7,1,260,250,make,Kobe Bryant,21.0,2-pointer
Nov 7,1,233,286,make,Kobe Bryant,19.0,2-pointer
Nov 7,1,246,82,miss,Kobe Bryant,25.0,3-pointer
Nov 8,1,88,366,miss,Kobe Bryant,13.0,2-pointer
Nov 8,1,50,256,make,Kobe Bryant,2.0,2-pointer
Nov 8,1,185,391,miss,Kobe Bryant,20.0,2-pointer
Nov 8,1,13,445,make,Kobe Bryant,21.0,2-pointer
Nov 8,1,44,232,make,Kobe Bryant,1.0,2-pointer
Nov 8,1,251,246,miss,Kobe Bryant,20.0,2-pointer
Nov 8,1,62,315,miss,Kobe Bryant,8.0,2-pointer
Nov 8,1,114,342,make,Kobe Bryant,12.0,2-pointer
Nov 8,2,168,289,miss,Kobe Bryant,13.0,2-pointer
Nov 8,2,170,401,miss,Kobe Bryant,20.0,2-pointer
Nov 8,2,208,375,miss,Kobe Bryant,21.0,2-pointer
Nov 8,2,37,311,miss,Kobe Bryant,7.0,2-pointer
Nov 8,3,19,403,make,Kobe Bryant,17.0,2-pointer
Nov 8,3,24,440,miss,Kobe Bryant,20.0,2-pointer
Nov 8,3,126,184,miss,Kobe Bryant,9.0,2-pointer
Nov 8,3,247,332,make,Kobe Bryant,22.0,2-pointer
Nov 8,3,60,224,miss,Kobe Bryant,2.0,2-pointer
Nov 8,4,228,324,miss,Kobe Bryant,20.0,2-pointer
Nov 8,4,103,125,make,Kobe Bryant,13.0,2-pointer
Nov 8,4,96,191,make,Kobe Bryant,7.0,2-pointer
Nov 8,4,183,232,miss,Kobe Bryant,13.0,2-pointer
Nov 12,1,188,365,miss,Kobe Bryant,19.0,2-pointer
Nov 12,1,141,378,miss,Kobe Bryant,17.0,2-pointer
Nov 12,1,205,245,miss,Kobe Bryant,16.0,2-pointer
Nov 12,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 12,1,164,240,miss,Kobe Bryant,11.0,2-pointer
Nov 12,2,147,376,make,Kobe Bryant,17.0,2-pointer
Nov 12,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 12,2,144,186,miss,Kobe Bryant,11.0,2-pointer
Nov 12,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 12,3,136,294,miss,Kobe Bryant,10.0,2-pointer
Nov 12,3,218,266,make,Kobe Bryant,17.0,2-pointer
Nov 12,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 12,3,67,235,make,Kobe Bryant,2.0,2-pointer
Nov 12,3,27,145,make,Kobe Bryant,10.0,2-pointer
Nov 12,3,187,246,miss,Kobe Bryant,14.0,2-pointer
Nov 12,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 12,3,31,104,miss,Kobe Bryant,14.0,2-pointer
Nov 12,3,134,355,miss,Kobe Bryant,14.0,2-pointer
Nov 12,3,279,360,miss,Kobe Bryant,26.0,3-pointer
Nov 12,4,47,373,miss,Kobe Bryant,13.0,2-pointer
Nov 12,4,244,284,miss,Kobe Bryant,20.0,2-pointer
Nov 12,4,108,3,miss,Kobe Bryant,24.0,3-pointer
Nov 15,1,150,132,make,Kobe Bryant,15.0,2-pointer
Nov 15,1,90,422,make,Kobe Bryant,19.0,2-pointer
Nov 15,1,223,283,make,Kobe Bryant,18.0,2-pointer
Nov 15,1,188,343,make,Kobe Bryant,17.0,2-pointer
Nov 15,1,246,250,miss,Kobe Bryant,20.0,2-pointer
Nov 15,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 15,1,195,155,miss,Kobe Bryant,17.0,2-pointer
Nov 15,1,98,138,miss,Kobe Bryant,11.0,2-pointer
Nov 15,1,95,414,make,Kobe Bryant,18.0,2-pointer
Nov 15,1,200,160,miss,Kobe Bryant,17.0,2-pointer
Nov 15,1,223,465,miss,Kobe Bryant,28.0,3-pointer
Nov 15,2,260,114,make,Kobe Bryant,24.0,3-pointer
Nov 15,2,193,337,miss,Kobe Bryant,17.0,2-pointer
Nov 15,2,44,31,make,Kobe Bryant,21.0,2-pointer
Nov 15,2,126,404,make,Kobe Bryant,18.0,2-pointer
Nov 15,2,42,82,miss,Kobe Bryant,16.0,2-pointer
Nov 15,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 15,2,272,245,miss,Kobe Bryant,22.0,2-pointer
Nov 15,2,193,241,miss,Kobe Bryant,14.0,2-pointer
Nov 15,3,41,79,make,Kobe Bryant,16.0,2-pointer
Nov 15,3,104,396,miss,Kobe Bryant,17.0,2-pointer
Nov 15,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 15,3,72,315,miss,Kobe Bryant,8.0,2-pointer
Nov 15,3,175,128,miss,Kobe Bryant,17.0,2-pointer
Nov 15,3,43,201,make,Kobe Bryant,4.0,2-pointer
Nov 15,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 15,3,167,475,miss,Kobe Bryant,26.0,3-pointer
Nov 15,4,101,393,make,Kobe Bryant,16.0,2-pointer
Nov 15,4,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 15,4,210,194,make,Kobe Bryant,17.0,2-pointer
Nov 15,4,208,232,miss,Kobe Bryant,16.0,2-pointer
Nov 15,4,75,61,miss,Kobe Bryant,18.0,2-pointer
Nov 15,4,141,183,miss,Kobe Bryant,11.0,2-pointer
Nov 15,4,203,261,make,Kobe Bryant,15.0,2-pointer
Nov 15,4,175,71,miss,Kobe Bryant,21.0,2-pointer
Nov 15,4,246,258,miss,Kobe Bryant,20.0,2-pointer
Nov 15,1,76,401,miss,Kobe Bryant,16.0,2-pointer
Nov 15,1,203,332,miss,Kobe Bryant,18.0,2-pointer
Nov 15,1,78,102,make,Kobe Bryant,14.0,2-pointer
Nov 15,1,44,84,miss,Kobe Bryant,16.0,2-pointer
Nov 17,1,134,192,make,Kobe Bryant,10.0,2-pointer
Nov 17,1,160,194,make,Kobe Bryant,12.0,2-pointer
Nov 17,1,170,151,miss,Kobe Bryant,15.0,2-pointer
Nov 17,1,185,350,miss,Kobe Bryant,17.0,2-pointer
Nov 17,1,170,324,miss,Kobe Bryant,15.0,2-pointer
Nov 17,1,173,260,miss,Kobe Bryant,12.0,2-pointer
Nov 17,2,214,355,make,Kobe Bryant,20.0,2-pointer
Nov 17,2,196,240,make,Kobe Bryant,15.0,2-pointer
Nov 17,2,185,145,make,Kobe Bryant,17.0,2-pointer
Nov 17,2,172,289,make,Kobe Bryant,13.0,2-pointer
Nov 17,2,122,225,miss,Kobe Bryant,7.0,2-pointer
Nov 17,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 17,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 17,2,226,260,miss,Kobe Bryant,18.0,2-pointer
Nov 17,2,234,220,make,Kobe Bryant,19.0,2-pointer
Nov 17,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 17,3,62,302,miss,Kobe Bryant,6.0,2-pointer
Nov 17,3,122,278,make,Kobe Bryant,8.0,2-pointer
Nov 17,3,206,202,miss,Kobe Bryant,16.0,2-pointer
Nov 17,3,173,343,miss,Kobe Bryant,16.0,2-pointer
Nov 17,3,96,403,miss,Kobe Bryant,17.0,2-pointer
Nov 17,3,83,340,make,Kobe Bryant,11.0,2-pointer
Nov 17,3,160,368,miss,Kobe Bryant,17.0,2-pointer
Nov 17,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 17,3,203,186,miss,Kobe Bryant,16.0,2-pointer
Nov 17,3,85,227,miss,Kobe Bryant,4.0,2-pointer
Nov 17,4,49,109,make,Kobe Bryant,13.0,2-pointer
Nov 17,4,121,163,miss,Kobe Bryant,10.0,2-pointer
Nov 17,4,36,393,make,Kobe Bryant,15.0,2-pointer
Nov 17,4,211,211,make,Kobe Bryant,16.0,2-pointer
Nov 17,4,95,33,make,Kobe Bryant,21.0,2-pointer
Nov 17,4,154,220,miss,Kobe Bryant,11.0,2-pointer
Nov 17,4,101,97,make,Kobe Bryant,15.0,2-pointer
Nov 17,4,201,324,miss,Kobe Bryant,17.0,2-pointer
Nov 17,4,45,468,make,Kobe Bryant,23.0,3-pointer
Nov 17,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 17,4,265,89,miss,Kobe Bryant,26.0,3-pointer
Nov 19,1,182,391,miss,Kobe Bryant,20.0,2-pointer
Nov 19,1,114,132,miss,Kobe Bryant,13.0,2-pointer
Nov 19,1,172,309,make,Kobe Bryant,14.0,2-pointer
Nov 19,1,244,309,miss,Kobe Bryant,21.0,2-pointer
Nov 19,1,219,98,miss,Kobe Bryant,22.0,2-pointer
Nov 19,1,60,345,miss,Kobe Bryant,11.0,2-pointer
Nov 19,1,188,292,miss,Kobe Bryant,15.0,2-pointer
Nov 19,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 19,2,72,447,miss,Kobe Bryant,21.0,2-pointer
Nov 19,2,59,90,make,Kobe Bryant,15.0,2-pointer
Nov 19,2,127,345,make,Kobe Bryant,13.0,2-pointer
Nov 19,2,88,320,make,Kobe Bryant,9.0,2-pointer
Nov 19,2,37,414,miss,Kobe Bryant,17.0,2-pointer
Nov 19,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 19,2,175,166,miss,Kobe Bryant,15.0,2-pointer
Nov 19,3,44,104,miss,Kobe Bryant,14.0,2-pointer
Nov 19,3,96,100,miss,Kobe Bryant,15.0,2-pointer
Nov 19,3,75,342,miss,Kobe Bryant,11.0,2-pointer
Nov 19,3,91,174,make,Kobe Bryant,8.0,2-pointer
Nov 19,3,172,30,miss,Kobe Bryant,24.0,3-pointer
Nov 19,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 20,1,157,373,miss,Kobe Bryant,17.0,2-pointer
Nov 20,1,68,238,make,Kobe Bryant,2.0,2-pointer
Nov 20,1,86,122,make,Kobe Bryant,12.0,2-pointer
Nov 20,1,256,335,make,Kobe Bryant,23.0,2-pointer
Nov 20,1,235,194,miss,Kobe Bryant,19.0,2-pointer
Nov 20,1,139,375,make,Kobe Bryant,16.0,2-pointer
Nov 20,2,121,315,miss,Kobe Bryant,10.0,2-pointer
Nov 20,2,65,240,make,Kobe Bryant,2.0,2-pointer
Nov 20,2,80,194,miss,Kobe Bryant,5.0,2-pointer
Nov 20,3,175,383,miss,Kobe Bryant,19.0,2-pointer
Nov 20,3,150,97,miss,Kobe Bryant,17.0,2-pointer
Nov 20,3,63,291,miss,Kobe Bryant,5.0,2-pointer
Nov 20,3,172,391,make,Kobe Bryant,19.0,2-pointer
Nov 20,3,183,398,miss,Kobe Bryant,21.0,2-pointer
Nov 20,3,213,283,miss,Kobe Bryant,17.0,2-pointer
Nov 20,3,134,403,miss,Kobe Bryant,18.0,2-pointer
Nov 20,4,96,40,miss,Kobe Bryant,21.0,2-pointer
Nov 20,4,274,160,miss,Kobe Bryant,24.0,2-pointer
Nov 20,4,134,237,miss,Kobe Bryant,8.0,2-pointer
Nov 20,4,80,251,miss,Kobe Bryant,3.0,2-pointer
Nov 20,4,244,396,miss,Kobe Bryant,25.0,3-pointer
Nov 20,4,53,381,make,Kobe Bryant,14.0,2-pointer
Nov 20,4,182,419,miss,Kobe Bryant,22.0,2-pointer
Nov 20,4,224,61,miss,Kobe Bryant,25.0,3-pointer
Nov 20,4,62,250,make,Kobe Bryant,2.0,2-pointer
Nov 22,1,313,174,miss,Kobe Bryant,27.0,3-pointer
Nov 22,1,99,248,miss,Kobe Bryant,5.0,2-pointer
Nov 22,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 22,2,210,429,miss,Kobe Bryant,25.0,3-pointer
Nov 22,3,201,322,make,Kobe Bryant,17.0,2-pointer
Nov 22,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 22,3,246,191,make,Kobe Bryant,20.0,2-pointer
Nov 22,3,149,353,make,Kobe Bryant,15.0,2-pointer
Nov 22,3,98,398,miss,Kobe Bryant,17.0,2-pointer
Nov 22,3,78,156,miss,Kobe Bryant,9.0,2-pointer
Nov 22,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 22,3,264,86,make,Kobe Bryant,26.0,3-pointer
Nov 22,3,216,100,miss,Kobe Bryant,22.0,2-pointer
Nov 22,4,132,137,miss,Kobe Bryant,13.0,2-pointer
Nov 24,1,223,127,make,Kobe Bryant,21.0,2-pointer
Nov 24,1,256,79,miss,Kobe Bryant,26.0,3-pointer
Nov 24,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 24,2,233,241,make,Kobe Bryant,18.0,2-pointer
Nov 24,2,108,230,make,Kobe Bryant,6.0,2-pointer
Nov 24,2,159,388,miss,Kobe Bryant,18.0,2-pointer
Nov 24,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 24,3,244,51,miss,Kobe Bryant,27.0,3-pointer
Nov 24,3,91,352,miss,Kobe Bryant,12.0,2-pointer
Nov 24,3,76,401,miss,Kobe Bryant,16.0,2-pointer
Nov 24,4,44,375,miss,Kobe Bryant,14.0,2-pointer
Nov 24,4,224,240,miss,Kobe Bryant,17.0,2-pointer
Nov 24,4,34,475,miss,Kobe Bryant,24.0,3-pointer
Nov 24,4,126,220,make,Kobe Bryant,8.0,2-pointer
Nov 24,4,210,105,miss,Kobe Bryant,21.0,2-pointer
Nov 26,1,172,181,make,Kobe Bryant,14.0,2-pointer
Nov 26,1,237,74,make,Kobe Bryant,25.0,3-pointer
Nov 26,3,177,329,make,Kobe Bryant,16.0,2-pointer
Nov 26,3,244,416,miss,Kobe Bryant,26.0,3-pointer
Nov 26,3,80,181,make,Kobe Bryant,7.0,2-pointer
Nov 26,3,180,271,miss,Kobe Bryant,13.0,2-pointer
Nov 26,3,206,348,miss,Kobe Bryant,19.0,2-pointer
Nov 26,4,279,327,miss,Kobe Bryant,25.0,3-pointer
Nov 26,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 26,4,88,329,make,Kobe Bryant,10.0,2-pointer
Nov 26,4,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 26,4,129,63,make,Kobe Bryant,19.0,2-pointer
Nov 26,4,259,375,miss,Kobe Bryant,25.0,3-pointer
Nov 26,4,185,292,make,Kobe Bryant,14.0,2-pointer
Nov 27,1,201,161,miss,Kobe Bryant,17.0,2-pointer
Nov 27,1,31,375,make,Kobe Bryant,14.0,2-pointer
Nov 27,1,86,69,miss,Kobe Bryant,17.0,2-pointer
Nov 27,1,42,394,make,Kobe Bryant,15.0,2-pointer
Nov 27,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 27,2,149,403,miss,Kobe Bryant,19.0,2-pointer
Nov 27,2,160,115,make,Kobe Bryant,17.0,2-pointer
Nov 27,2,147,110,miss,Kobe Bryant,16.0,2-pointer
Nov 27,2,203,220,miss,Kobe Bryant,15.0,2-pointer
Nov 27,2,154,117,make,Kobe Bryant,16.0,2-pointer
Nov 27,2,96,343,miss,Kobe Bryant,11.0,2-pointer
Nov 27,2,190,132,miss,Kobe Bryant,18.0,2-pointer
Nov 27,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 27,2,39,401,make,Kobe Bryant,16.0,2-pointer
Nov 27,2,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 27,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 27,3,257,158,miss,Kobe Bryant,22.0,2-pointer
Nov 27,3,259,220,miss,Kobe Bryant,21.0,2-pointer
Nov 27,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 27,3,231,217,make,Kobe Bryant,18.0,2-pointer
Nov 27,4,24,435,make,Kobe Bryant,20.0,2-pointer
Nov 27,4,95,84,make,Kobe Bryant,16.0,2-pointer
Nov 27,4,24,383,miss,Kobe Bryant,15.0,2-pointer
Nov 27,4,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 27,4,187,322,make,Kobe Bryant,16.0,2-pointer
Nov 27,4,150,409,miss,Kobe Bryant,20.0,2-pointer
Nov 27,4,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 27,4,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 27,4,27,406,miss,Kobe Bryant,17.0,2-pointer
Nov 27,4,144,338,miss,Kobe Bryant,14.0,2-pointer
Nov 27,4,96,376,miss,Kobe Bryant,14.0,2-pointer
Nov 29,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 29,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 29,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 29,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 29,1,58,311,miss,Kobe Bryant,7.0,2-pointer
Nov 29,1,183,269,miss,Kobe Bryant,14.0,2-pointer
Nov 29,1,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 29,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 29,1,39,467,make,Kobe Bryant,23.0,3-pointer
Nov 29,1,149,248,miss,Kobe Bryant,10.0,2-pointer
Nov 29,2,129,94,make,Kobe Bryant,17.0,2-pointer
Nov 29,2,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 29,2,121,220,make,Kobe Bryant,7.0,2-pointer
Nov 29,2,63,87,miss,Kobe Bryant,15.0,2-pointer
Nov 29,2,116,292,make,Kobe Bryant,8.0,2-pointer
Nov 29,3,129,225,miss,Kobe Bryant,8.0,2-pointer
Nov 29,3,185,406,miss,Kobe Bryant,21.0,2-pointer
Nov 29,3,106,207,make,Kobe Bryant,7.0,2-pointer
Nov 29,3,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 29,3,113,229,miss,Kobe Bryant,6.0,2-pointer
Nov 29,3,113,248,make,Kobe Bryant,6.0,2-pointer
Nov 29,3,109,87,miss,Kobe Bryant,16.0,2-pointer
Nov 29,4,60,368,make,Kobe Bryant,13.0,2-pointer
Nov 29,4,242,69,miss,Kobe Bryant,26.0,3-pointer
Nov 29,4,111,15,make,Kobe Bryant,23.0,3-pointer
Nov 29,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Nov 29,4,93,117,make,Kobe Bryant,13.0,2-pointer
Nov 29,4,216,191,miss,Kobe Bryant,17.0,2-pointer
Nov 29,4,119,211,make,Kobe Bryant,7.0,2-pointer
Nov 29,4,50,240,make,Kobe Bryant,0.0,2-pointer
Nov 29,4,269,238,miss,Kobe Bryant,22.0,2-pointer
Nov 29,1,132,94,miss,Kobe Bryant,17.0,2-pointer
Nov 29,1,154,186,miss,Kobe Bryant,12.0,2-pointer
Nov 29,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 1,1,173,338,make,Kobe Bryant,16.0,2-pointer
Dec 1,1,50,424,make,Kobe Bryant,18.0,2-pointer
Dec 1,1,185,127,make,Kobe Bryant,18.0,2-pointer
