Date,Quarter,Top,Left,Result,Player,Distance (ft),ShotType
Nov 28,3,52,68,miss,Dirk Nowitzki,17.0,2-pointer
Nov 28,3,91,5,miss,Dirk Nowitzki,24.0,3-pointer
Nov 28,3,118,388,make,Dirk Nowitzki,16.0,2-pointer
Nov 28,3,50,248,make,Dirk Nowitzki,1.0,2-pointer
Nov 28,3,63,399,miss,Dirk Nowitzki,16.0,2-pointer
Nov 28,4,262,375,miss,Dirk Nowitzki,25.0,3-pointer
Nov 28,4,239,407,miss,Dirk Nowitzki,25.0,3-pointer
Nov 28,4,205,33,miss,Dirk Nowitzki,26.0,3-pointer
Nov 28,4,302,197,miss,Dirk Nowitzki,26.0,3-pointer
Nov 30,1,50,240,make,Dirk Nowitzki,0.0,2-pointer
Nov 30,1,198,348,make,Dirk Nowitzki,18.0,2-pointer
Nov 30,1,127,422,miss,Dirk Nowitzki,20.0,2-pointer
Nov 30,1,95,388,make,Dirk Nowitzki,15.0,2-pointer
Nov 30,3,55,409,miss,Dirk Nowitzki,17.0,2-pointer
Nov 30,3,252,404,miss,Dirk Nowitzki,26.0,3-pointer
Nov 30,3,195,133,miss,Dirk Nowitzki,18.0,2-pointer
Nov 30,3,55,89,miss,Dirk Nowitzki,15.0,2-pointer
Nov 30,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Nov 30,4,164,460,make,Dirk Nowitzki,25.0,3-pointer
Dec 2,1,224,151,make,Dirk Nowitzki,20.0,2-pointer
Dec 2,1,180,240,make,Dirk Nowitzki,13.0,2-pointer
Dec 2,1,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 2,1,226,240,miss,Dirk Nowitzki,18.0,2-pointer
Dec 2,1,73,64,miss,Dirk Nowitzki,18.0,2-pointer
Dec 2,1,167,99,miss,Dirk Nowitzki,18.0,2-pointer
Dec 2,2,173,225,miss,Dirk Nowitzki,12.0,2-pointer
Dec 2,2,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 2,2,249,184,miss,Dirk Nowitzki,21.0,2-pointer
Dec 2,3,50,20,miss,Dirk Nowitzki,22.0,3-pointer
Dec 2,3,53,79,miss,Dirk Nowitzki,16.0,2-pointer
Dec 2,3,129,115,miss,Dirk Nowitzki,15.0,2-pointer
Dec 2,3,394,115,miss,Dirk Nowitzki,37.0,3-pointer
Dec 2,4,78,269,miss,Dirk Nowitzki,4.0,2-pointer
Dec 2,4,141,421,make,Dirk Nowitzki,20.0,2-pointer
Dec 2,4,81,332,miss,Dirk Nowitzki,10.0,2-pointer
Dec 2,4,113,81,make,Dirk Nowitzki,17.0,2-pointer
Dec 2,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 2,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 2,4,58,13,make,Dirk Nowitzki,23.0,3-pointer
Dec 4,1,44,64,miss,Dirk Nowitzki,18.0,2-pointer
Dec 4,1,134,84,make,Dirk Nowitzki,18.0,2-pointer
Dec 4,1,167,452,miss,Dirk Nowitzki,24.0,3-pointer
Dec 4,1,185,109,miss,Dirk Nowitzki,19.0,2-pointer
Dec 4,1,274,145,make,Dirk Nowitzki,24.0,3-pointer
Dec 4,1,149,389,miss,Dirk Nowitzki,18.0,2-pointer
Dec 4,1,57,194,miss,Dirk Nowitzki,5.0,2-pointer
Dec 4,1,200,439,miss,Dirk Nowitzki,25.0,3-pointer
Dec 4,2,96,18,make,Dirk Nowitzki,23.0,3-pointer
Dec 4,2,190,77,miss,Dirk Nowitzki,21.0,2-pointer
Dec 4,2,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 4,2,126,18,make,Dirk Nowitzki,23.0,3-pointer
Dec 4,2,67,468,make,Dirk Nowitzki,23.0,3-pointer
Dec 4,3,145,17,miss,Dirk Nowitzki,24.0,3-pointer
Dec 4,3,127,194,miss,Dirk Nowitzki,9.0,2-pointer
Dec 4,3,198,54,miss,Dirk Nowitzki,24.0,3-pointer
Dec 4,4,254,292,miss,Dirk Nowitzki,21.0,2-pointer
Dec 4,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 4,4,200,46,make,Dirk Nowitzki,25.0,3-pointer
Dec 4,4,201,255,make,Dirk Nowitzki,15.0,2-pointer
Dec 6,1,244,77,make,Dirk Nowitzki,25.0,3-pointer
Dec 6,2,210,442,make,Dirk Nowitzki,26.0,3-pointer
Dec 6,2,52,449,make,Dirk Nowitzki,21.0,2-pointer
Dec 6,2,234,412,make,Dirk Nowitzki,25.0,3-pointer
Dec 6,2,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 6,3,177,337,miss,Dirk Nowitzki,16.0,2-pointer
Dec 6,3,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 6,3,160,238,miss,Dirk Nowitzki,11.0,2-pointer
Dec 6,3,234,421,make,Dirk Nowitzki,26.0,3-pointer
Dec 6,4,127,412,miss,Dirk Nowitzki,19.0,2-pointer
Dec 6,4,170,178,miss,Dirk Nowitzki,14.0,2-pointer
Dec 7,1,292,227,miss,Dirk Nowitzki,24.0,3-pointer
Dec 7,1,47,355,make,Dirk Nowitzki,12.0,2-pointer
Dec 7,1,203,381,miss,Dirk Nowitzki,21.0,2-pointer
Dec 7,2,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 7,2,195,140,make,Dirk Nowitzki,18.0,2-pointer
Dec 7,2,67,375,make,Dirk Nowitzki,14.0,2-pointer
Dec 7,3,53,58,make,Dirk Nowitzki,18.0,2-pointer
Dec 7,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 7,3,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 7,3,182,140,make,Dirk Nowitzki,17.0,2-pointer
Dec 7,3,96,222,miss,Dirk Nowitzki,5.0,2-pointer
Dec 7,3,177,150,miss,Dirk Nowitzki,16.0,2-pointer
Dec 7,4,287,150,miss,Dirk Nowitzki,25.0,3-pointer
Dec 7,4,113,434,miss,Dirk Nowitzki,20.0,2-pointer
Dec 7,4,160,235,make,Dirk Nowitzki,11.0,2-pointer
Dec 7,4,260,380,make,Dirk Nowitzki,25.0,3-pointer
Dec 7,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 7,4,155,378,miss,Dirk Nowitzki,17.0,2-pointer
Dec 7,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 10,1,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 10,1,86,107,miss,Dirk Nowitzki,14.0,2-pointer
Dec 10,1,65,468,miss,Dirk Nowitzki,23.0,3-pointer
Dec 17,1,73,94,make,Dirk Nowitzki,15.0,2-pointer
Dec 17,1,50,476,miss,Dirk Nowitzki,24.0,3-pointer
Dec 17,1,216,332,make,Dirk Nowitzki,19.0,2-pointer
Dec 17,1,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 17,1,126,49,make,Dirk Nowitzki,21.0,2-pointer
Dec 17,1,116,89,make,Dirk Nowitzki,16.0,2-pointer
Dec 17,1,41,8,miss,Dirk Nowitzki,23.0,3-pointer
Dec 17,3,290,317,miss,Dirk Nowitzki,25.0,3-pointer
Dec 17,3,72,447,make,Dirk Nowitzki,21.0,2-pointer
Dec 17,3,234,274,miss,Dirk Nowitzki,19.0,2-pointer
Dec 17,3,287,174,make,Dirk Nowitzki,25.0,3-pointer
Dec 17,3,272,130,miss,Dirk Nowitzki,25.0,3-pointer
Dec 17,3,218,66,make,Dirk Nowitzki,24.0,3-pointer
Dec 17,3,73,429,miss,Dirk Nowitzki,19.0,2-pointer
Dec 17,4,251,238,miss,Dirk Nowitzki,20.0,2-pointer
Dec 18,1,73,112,miss,Dirk Nowitzki,13.0,2-pointer
Dec 18,1,208,440,miss,Dirk Nowitzki,25.0,3-pointer
Dec 18,1,195,347,miss,Dirk Nowitzki,18.0,2-pointer
Dec 18,1,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 18,1,76,394,miss,Dirk Nowitzki,16.0,2-pointer
Dec 18,2,50,481,miss,Dirk Nowitzki,24.0,3-pointer
Dec 18,2,129,437,make,Dirk Nowitzki,21.0,2-pointer
Dec 18,3,165,127,miss,Dirk Nowitzki,16.0,2-pointer
Dec 18,3,274,353,miss,Dirk Nowitzki,25.0,3-pointer
Dec 18,4,183,449,make,Dirk Nowitzki,25.0,3-pointer
Dec 18,4,139,401,miss,Dirk Nowitzki,18.0,2-pointer
Dec 18,4,165,455,miss,Dirk Nowitzki,24.0,3-pointer
Dec 18,4,108,407,miss,Dirk Nowitzki,18.0,2-pointer
Dec 20,1,252,102,miss,Dirk Nowitzki,24.0,3-pointer
Dec 20,1,147,350,make,Dirk Nowitzki,15.0,2-pointer
Dec 20,1,53,422,miss,Dirk Nowitzki,18.0,2-pointer
Dec 20,1,246,212,make,Dirk Nowitzki,20.0,2-pointer
Dec 20,1,58,43,make,Dirk Nowitzki,20.0,2-pointer
Dec 20,1,285,383,make,Dirk Nowitzki,28.0,3-pointer
Dec 20,2,178,192,make,Dirk Nowitzki,14.0,2-pointer
Dec 20,2,290,279,miss,Dirk Nowitzki,24.0,3-pointer
Dec 20,2,198,322,miss,Dirk Nowitzki,17.0,2-pointer
Dec 20,2,52,353,make,Dirk Nowitzki,11.0,2-pointer
Dec 20,2,91,472,miss,Dirk Nowitzki,24.0,3-pointer
Dec 20,3,81,468,miss,Dirk Nowitzki,23.0,3-pointer
Dec 20,3,193,112,miss,Dirk Nowitzki,19.0,2-pointer
Dec 20,3,229,358,miss,Dirk Nowitzki,21.0,2-pointer
Dec 20,3,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 20,4,287,211,miss,Dirk Nowitzki,24.0,3-pointer
Dec 20,4,68,414,miss,Dirk Nowitzki,17.0,2-pointer
Dec 20,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 23,1,159,422,make,Dirk Nowitzki,21.0,2-pointer
Dec 23,1,241,79,miss,Dirk Nowitzki,25.0,3-pointer
Dec 23,1,164,224,miss,Dirk Nowitzki,12.0,2-pointer
Dec 23,1,91,258,miss,Dirk Nowitzki,4.0,2-pointer
Dec 23,2,86,196,make,Dirk Nowitzki,6.0,2-pointer
Dec 23,2,83,171,miss,Dirk Nowitzki,8.0,2-pointer
Dec 23,2,37,48,miss,Dirk Nowitzki,19.0,2-pointer
Dec 23,2,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 23,2,95,430,make,Dirk Nowitzki,20.0,2-pointer
Dec 23,2,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 23,3,200,383,miss,Dirk Nowitzki,21.0,2-pointer
Dec 23,3,198,327,miss,Dirk Nowitzki,17.0,2-pointer
Dec 23,3,195,404,make,Dirk Nowitzki,22.0,2-pointer
Dec 23,3,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 23,4,80,478,miss,Dirk Nowitzki,24.0,3-pointer
Dec 23,4,126,268,miss,Dirk Nowitzki,8.0,2-pointer
Dec 23,4,188,214,make,Dirk Nowitzki,14.0,2-pointer
Dec 23,4,187,192,make,Dirk Nowitzki,15.0,2-pointer
Dec 23,4,50,64,miss,Dirk Nowitzki,18.0,2-pointer
Dec 23,4,88,49,miss,Dirk Nowitzki,19.0,2-pointer
Dec 23,4,137,122,make,Dirk Nowitzki,15.0,2-pointer
Dec 23,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 23,4,95,115,miss,Dirk Nowitzki,13.0,2-pointer
Dec 26,1,275,150,make,Dirk Nowitzki,24.0,3-pointer
Dec 26,1,203,342,make,Dirk Nowitzki,18.0,2-pointer
Dec 26,1,122,384,miss,Dirk Nowitzki,16.0,2-pointer
Dec 26,1,190,299,make,Dirk Nowitzki,15.0,2-pointer
Dec 26,1,52,383,miss,Dirk Nowitzki,14.0,2-pointer
Dec 26,1,196,135,make,Dirk Nowitzki,18.0,2-pointer
Dec 26,2,162,381,miss,Dirk Nowitzki,18.0,2-pointer
Dec 26,2,101,350,make,Dirk Nowitzki,12.0,2-pointer
Dec 26,2,109,399,make,Dirk Nowitzki,17.0,2-pointer
Dec 26,3,67,380,miss,Dirk Nowitzki,14.0,2-pointer
Dec 26,3,63,417,miss,Dirk Nowitzki,18.0,2-pointer
Dec 26,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 26,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 26,3,183,215,miss,Dirk Nowitzki,14.0,2-pointer
Dec 26,3,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 26,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 26,4,70,375,make,Dirk Nowitzki,14.0,2-pointer
Dec 26,4,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 26,4,108,188,miss,Dirk Nowitzki,8.0,2-pointer
Dec 26,4,137,250,miss,Dirk Nowitzki,9.0,2-pointer
Dec 26,4,60,386,make,Dirk Nowitzki,15.0,2-pointer
Dec 26,4,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 28,1,72,95,make,Dirk Nowitzki,15.0,2-pointer
Dec 28,1,67,82,make,Dirk Nowitzki,16.0,2-pointer
Dec 28,1,65,79,miss,Dirk Nowitzki,16.0,2-pointer
Dec 28,1,62,84,make,Dirk Nowitzki,16.0,2-pointer
Dec 28,1,72,430,miss,Dirk Nowitzki,19.0,2-pointer
Dec 28,1,160,102,make,Dirk Nowitzki,18.0,2-pointer
Dec 28,1,67,434,miss,Dirk Nowitzki,19.0,2-pointer
Dec 28,2,236,224,miss,Dirk Nowitzki,19.0,2-pointer
Dec 28,2,144,363,make,Dirk Nowitzki,15.0,2-pointer
Dec 28,2,226,421,miss,Dirk Nowitzki,25.0,3-pointer
Dec 28,2,121,297,miss,Dirk Nowitzki,9.0,2-pointer
Dec 28,2,137,238,make,Dirk Nowitzki,9.0,2-pointer
Dec 28,2,203,264,miss,Dirk Nowitzki,15.0,2-pointer
Dec 28,2,55,483,make,Dirk Nowitzki,24.0,3-pointer
Dec 28,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 28,3,85,419,miss,Dirk Nowitzki,18.0,2-pointer
Dec 28,3,236,278,miss,Dirk Nowitzki,19.0,2-pointer
Dec 28,3,213,166,make,Dirk Nowitzki,18.0,2-pointer
Dec 30,1,104,360,make,Dirk Nowitzki,13.0,2-pointer
Dec 30,1,265,360,miss,Dirk Nowitzki,25.0,3-pointer
Dec 30,1,106,429,make,Dirk Nowitzki,20.0,2-pointer
Dec 30,1,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 30,1,237,294,miss,Dirk Nowitzki,19.0,2-pointer
Dec 30,1,70,110,make,Dirk Nowitzki,13.0,2-pointer
Dec 30,2,80,61,miss,Dirk Nowitzki,18.0,2-pointer
Dec 30,2,228,399,make,Dirk Nowitzki,24.0,3-pointer
Dec 30,2,62,77,miss,Dirk Nowitzki,16.0,2-pointer
Dec 30,2,50,87,miss,Dirk Nowitzki,15.0,2-pointer
Dec 30,2,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Dec 30,3,293,289,miss,Dirk Nowitzki,25.0,3-pointer
Dec 30,3,75,286,make,Dirk Nowitzki,5.0,2-pointer
Dec 30,3,122,181,miss,Dirk Nowitzki,9.0,2-pointer
Dec 30,3,147,138,make,Dirk Nowitzki,14.0,2-pointer
Dec 30,3,88,381,make,Dirk Nowitzki,15.0,2-pointer
Dec 30,3,185,444,make,Dirk Nowitzki,24.0,3-pointer
Dec 30,3,106,153,make,Dirk Nowitzki,10.0,2-pointer
Dec 30,4,177,394,make,Dirk Nowitzki,20.0,2-pointer
Dec 30,4,229,279,miss,Dirk Nowitzki,18.0,2-pointer
Dec 30,4,122,342,miss,Dirk Nowitzki,12.0,2-pointer
Dec 30,4,203,437,miss,Dirk Nowitzki,25.0,3-pointer
Dec 30,4,98,334,miss,Dirk Nowitzki,11.0,2-pointer
Dec 30,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Dec 30,4,214,427,miss,Dirk Nowitzki,25.0,3-pointer
Jan 2,1,274,141,miss,Dirk Nowitzki,24.0,3-pointer
Jan 2,1,83,169,miss,Dirk Nowitzki,8.0,2-pointer
Jan 2,1,170,122,make,Dirk Nowitzki,17.0,2-pointer
Jan 2,1,75,269,miss,Dirk Nowitzki,4.0,2-pointer
Jan 2,2,68,353,miss,Dirk Nowitzki,11.0,2-pointer
Jan 2,2,62,365,make,Dirk Nowitzki,13.0,2-pointer
Jan 2,2,164,409,make,Dirk Nowitzki,20.0,2-pointer
Jan 2,3,111,343,make,Dirk Nowitzki,12.0,2-pointer
Jan 2,3,172,365,make,Dirk Nowitzki,17.0,2-pointer
Jan 2,3,55,472,miss,Dirk Nowitzki,23.0,3-pointer
Jan 2,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 2,3,210,345,miss,Dirk Nowitzki,19.0,2-pointer
Jan 2,4,50,417,miss,Dirk Nowitzki,18.0,2-pointer
Jan 2,4,144,403,make,Dirk Nowitzki,19.0,2-pointer
Jan 2,4,219,137,miss,Dirk Nowitzki,20.0,2-pointer
Jan 2,4,125,407,miss,Dirk Nowitzki,18.0,2-pointer
Jan 4,1,68,378,make,Dirk Nowitzki,14.0,2-pointer
Jan 4,1,147,307,make,Dirk Nowitzki,12.0,2-pointer
Jan 4,1,139,309,make,Dirk Nowitzki,11.0,2-pointer
Jan 4,1,139,315,miss,Dirk Nowitzki,12.0,2-pointer
Jan 4,1,237,284,miss,Dirk Nowitzki,19.0,2-pointer
Jan 4,1,259,378,make,Dirk Nowitzki,25.0,3-pointer
Jan 4,1,229,311,miss,Dirk Nowitzki,19.0,2-pointer
Jan 4,2,188,151,make,Dirk Nowitzki,16.0,2-pointer
Jan 4,2,108,175,make,Dirk Nowitzki,9.0,2-pointer
Jan 4,2,193,82,miss,Dirk Nowitzki,21.0,2-pointer
Jan 4,2,233,406,make,Dirk Nowitzki,25.0,3-pointer
Jan 4,2,170,373,miss,Dirk Nowitzki,18.0,2-pointer
Jan 4,3,72,417,miss,Dirk Nowitzki,18.0,2-pointer
Jan 4,3,73,414,miss,Dirk Nowitzki,18.0,2-pointer
Jan 4,3,214,427,miss,Dirk Nowitzki,25.0,3-pointer
Jan 4,3,93,427,make,Dirk Nowitzki,19.0,2-pointer
Jan 4,3,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Jan 4,3,126,72,miss,Dirk Nowitzki,18.0,2-pointer
Jan 4,4,193,404,make,Dirk Nowitzki,22.0,2-pointer
Jan 4,4,53,476,miss,Dirk Nowitzki,24.0,3-pointer
Jan 4,4,155,439,make,Dirk Nowitzki,23.0,2-pointer
Jan 4,4,70,445,miss,Dirk Nowitzki,21.0,2-pointer
Jan 4,4,70,74,make,Dirk Nowitzki,17.0,2-pointer
Jan 4,4,213,353,make,Dirk Nowitzki,20.0,2-pointer
Jan 6,1,50,240,miss,Dirk Nowitzki,0.0,2-pointer
Jan 6,1,121,384,miss,Dirk Nowitzki,16.0,2-pointer
Jan 6,1,108,287,miss,Dirk Nowitzki,7.0,2-pointer
Jan 6,1,91,234,make,Dirk Nowitzki,4.0,2-pointer
Jan 6,2,122,393,miss,Dirk Nowitzki,17.0,2-pointer
Jan 6,2,145,375,miss,Dirk Nowitzki,17.0,2-pointer
Jan 6,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 6,3,99,437,miss,Dirk Nowitzki,20.0,2-pointer
Jan 6,3,116,319,make,Dirk Nowitzki,10.0,2-pointer
Jan 6,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 6,3,145,161,miss,Dirk Nowitzki,12.0,2-pointer
Jan 6,3,90,261,miss,Dirk Nowitzki,5.0,2-pointer
Jan 6,4,195,391,make,Dirk Nowitzki,21.0,2-pointer
Jan 6,4,228,276,miss,Dirk Nowitzki,18.0,2-pointer
Jan 6,4,126,197,make,Dirk Nowitzki,9.0,2-pointer
Jan 6,4,111,455,miss,Dirk Nowitzki,22.0,2-pointer
Jan 6,4,70,399,make,Dirk Nowitzki,16.0,2-pointer
Jan 8,1,191,91,miss,Dirk Nowitzki,21.0,2-pointer
Jan 8,1,205,153,miss,Dirk Nowitzki,18.0,2-pointer
Jan 8,1,175,28,make,Dirk Nowitzki,25.0,3-pointer
Jan 8,1,121,393,miss,Dirk Nowitzki,17.0,2-pointer
Jan 8,1,180,360,make,Dirk Nowitzki,18.0,2-pointer
Jan 8,2,260,403,make,Dirk Nowitzki,27.0,3-pointer
Jan 8,2,275,366,miss,Dirk Nowitzki,26.0,3-pointer
Jan 8,2,170,388,miss,Dirk Nowitzki,19.0,2-pointer
Jan 8,2,63,201,make,Dirk Nowitzki,4.0,2-pointer
Jan 8,2,42,435,miss,Dirk Nowitzki,20.0,2-pointer
Jan 8,3,295,353,miss,Dirk Nowitzki,27.0,3-pointer
Jan 8,3,76,246,make,Dirk Nowitzki,3.0,2-pointer
Jan 8,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 8,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 8,3,193,232,make,Dirk Nowitzki,14.0,2-pointer
Jan 8,4,80,102,make,Dirk Nowitzki,14.0,2-pointer
Jan 8,4,239,71,make,Dirk Nowitzki,25.0,3-pointer
Jan 8,4,265,398,make,Dirk Nowitzki,27.0,3-pointer
Jan 8,4,136,473,miss,Dirk Nowitzki,25.0,3-pointer
Jan 8,4,53,350,make,Dirk Nowitzki,11.0,2-pointer
Jan 8,4,67,340,miss,Dirk Nowitzki,10.0,2-pointer
Jan 10,1,108,251,miss,Dirk Nowitzki,6.0,2-pointer
Jan 10,1,93,332,make,Dirk Nowitzki,10.0,2-pointer
Jan 10,1,155,58,make,Dirk Nowitzki,21.0,2-pointer
Jan 10,1,63,412,make,Dirk Nowitzki,17.0,2-pointer
Jan 10,1,162,238,make,Dirk Nowitzki,11.0,2-pointer
Jan 10,1,49,472,miss,Dirk Nowitzki,23.0,3-pointer
Jan 10,1,279,342,miss,Dirk Nowitzki,25.0,3-pointer
Jan 10,1,70,389,miss,Dirk Nowitzki,15.0,2-pointer
Jan 10,1,99,389,make,Dirk Nowitzki,16.0,2-pointer
Jan 10,1,67,403,make,Dirk Nowitzki,16.0,2-pointer
Jan 10,1,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 10,2,106,414,miss,Dirk Nowitzki,18.0,2-pointer
Jan 10,2,260,366,make,Dirk Nowitzki,24.0,3-pointer
Jan 10,2,239,368,miss,Dirk Nowitzki,23.0,2-pointer
Jan 10,3,233,192,miss,Dirk Nowitzki,19.0,2-pointer
Jan 10,3,249,384,make,Dirk Nowitzki,25.0,3-pointer
Jan 10,3,178,109,make,Dirk Nowitzki,18.0,2-pointer
Jan 10,3,58,467,make,Dirk Nowitzki,23.0,3-pointer
Jan 10,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 10,3,257,115,miss,Dirk Nowitzki,24.0,3-pointer
Jan 12,1,81,273,make,Dirk Nowitzki,5.0,2-pointer
Jan 12,1,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 12,1,288,352,miss,Dirk Nowitzki,26.0,3-pointer
Jan 12,2,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 12,3,205,399,miss,Dirk Nowitzki,22.0,2-pointer
Jan 12,3,183,127,make,Dirk Nowitzki,17.0,2-pointer
Jan 12,3,269,95,miss,Dirk Nowitzki,26.0,3-pointer
Jan 12,3,228,312,miss,Dirk Nowitzki,19.0,2-pointer
Jan 12,3,68,329,make,Dirk Nowitzki,9.0,2-pointer
Jan 12,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 12,3,98,368,miss,Dirk Nowitzki,14.0,2-pointer
Jan 12,3,134,363,miss,Dirk Nowitzki,15.0,2-pointer
Jan 12,4,219,421,miss,Dirk Nowitzki,25.0,3-pointer
Jan 12,4,260,398,miss,Dirk Nowitzki,26.0,3-pointer
Jan 12,4,157,360,make,Dirk Nowitzki,16.0,2-pointer
Jan 12,4,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 12,4,218,439,make,Dirk Nowitzki,26.0,3-pointer
Jan 15,1,206,391,miss,Dirk Nowitzki,22.0,2-pointer
Jan 15,1,165,110,miss,Dirk Nowitzki,17.0,2-pointer
Jan 15,1,76,97,make,Dirk Nowitzki,15.0,2-pointer
Jan 15,1,144,383,miss,Dirk Nowitzki,17.0,2-pointer
Jan 15,1,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 15,1,57,199,make,Dirk Nowitzki,4.0,2-pointer
Jan 15,1,121,253,miss,Dirk Nowitzki,7.0,2-pointer
Jan 15,2,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 15,2,63,311,miss,Dirk Nowitzki,7.0,2-pointer
Jan 15,2,107,242,miss,Dirk Nowitzki,6.0,2-pointer
Jan 15,2,75,403,miss,Dirk Nowitzki,16.0,2-pointer
Jan 15,2,50,399,make,Dirk Nowitzki,16.0,2-pointer
Jan 15,3,139,475,miss,Dirk Nowitzki,25.0,3-pointer
Jan 15,3,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 15,4,93,48,miss,Dirk Nowitzki,20.0,2-pointer
Jan 17,1,190,235,make,Dirk Nowitzki,14.0,2-pointer
Jan 17,1,109,373,miss,Dirk Nowitzki,15.0,2-pointer
Jan 17,1,172,447,miss,Dirk Nowitzki,24.0,3-pointer
Jan 17,1,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 17,2,190,155,miss,Dirk Nowitzki,16.0,2-pointer
Jan 17,2,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 17,2,283,143,miss,Dirk Nowitzki,25.0,3-pointer
Jan 17,2,37,465,make,Dirk Nowitzki,23.0,3-pointer
Jan 17,2,98,407,miss,Dirk Nowitzki,17.0,2-pointer
Jan 17,3,210,53,miss,Dirk Nowitzki,25.0,3-pointer
Jan 17,3,95,355,make,Dirk Nowitzki,12.0,2-pointer
Jan 17,3,62,371,miss,Dirk Nowitzki,13.0,2-pointer
Jan 17,3,147,368,miss,Dirk Nowitzki,16.0,2-pointer
Jan 17,3,108,347,miss,Dirk Nowitzki,12.0,2-pointer
Jan 17,4,167,368,miss,Dirk Nowitzki,17.0,2-pointer
Jan 17,4,159,92,miss,Dirk Nowitzki,18.0,2-pointer
Jan 17,4,149,373,miss,Dirk Nowitzki,17.0,2-pointer
Jan 19,1,254,212,make,Dirk Nowitzki,21.0,2-pointer
Jan 19,1,283,322,make,Dirk Nowitzki,25.0,3-pointer
Jan 19,1,270,366,miss,Dirk Nowitzki,25.0,3-pointer
Jan 19,2,50,240,make,Dirk Nowitzki,0.0,2-pointer
Jan 19,2,47,338,miss,Dirk Nowitzki,10.0,2-pointer
Jan 19,2,205,319,make,Dirk Nowitzki,17.0,2-pointer
Jan 19,2,58,76,miss,Dirk Nowitzki,16.0,2-pointer
Jan 19,2,288,345,miss,Dirk Nowitzki,26.0,3-pointer
Jan 19,2,63,211,miss,Dirk Nowitzki,3.0,2-pointer
Jan 19,3,72,324,miss,Dirk Nowitzki,9.0,2-pointer
Jan 19,3,86,273,miss,Dirk Nowitzki,5.0,2-pointer
Jan 19,3,103,347,miss,Dirk Nowitzki,12.0,2-pointer
Jan 19,3,293,199,miss,Dirk Nowitzki,25.0,3-pointer
Jan 19,4,131,250,make,Dirk Nowitzki,8.0,2-pointer
Jan 19,4,50,137,miss,Dirk Nowitzki,10.0,2-pointer
Jan 19,4,267,125,miss,Dirk Nowitzki,25.0,3-pointer
Jan 21,1,205,268,miss,Dirk Nowitzki,16.0,2-pointer
Jan 21,1,182,417,miss,Dirk Nowitzki,22.0,2-pointer
Jan 21,1,114,386,miss,Dirk Nowitzki,16.0,2-pointer
